candidate,NOME_CANDIDATO,NOME_URNA_CANDIDATO,wrong
ITAMAR MARKA,ITAMAR BATISTA NETO,ITAMAR MARKA PAZ,
EMERSON AUTO,EMERSON ALVES LIMA,EMERSON AUTO VIP,
DRA GISELE,GISELE LISBOA ROCHA,DRA GISELE LISBOA,
BUIU,CARLOS CESAR SOUSA GONCALVES,CARLOS BUIU,
DR MURILO,MURILO BORGES GUIMARAES,DR MURILO BORGES,
CEBINHA,CEBIO MACHADO NASCIMENTO,CEBINHA NASCIMENTO,
FABIO,PHABIO AUGUSTUS SILVA MOREIRA,FABIO FARMACIA,
CHICAO,MARCO ROGERIO CANDIDO LEITE,MARCO ROGERIO CHICAO,
PROF ZENILTON,ZENILTON NERES COSTA,PROFESSOR ZENILTON,
DR GEORGE,GEORGE MORAIS FERREIRA,DR GEORGE MORAIS,
ZE ANTONIO,JOSE ANTONIO SANTOS ANDRADE,ZE ANTONIO ANDRADE,
PROFESSOR HERCULANO,HERCULANO RODRIGUES SILVA,PROFESSOR HERCULANO RODRIGUES,
BIL LUIZ,LUIZ PEREIRA COSTA JUNIOR,BIL LUIZ JORNALISTA,
FARIAS,LEONARDO FARIA ZAMPA,LEONARDO FARIAS,
ALEMAO,ANTONIO AUGUSTO RODRIGUES,ALEMAO ROQUE,
PAULO ANESTESISTA,PAULO CESAR PEREIRA FREITAS,DR PAULO ANESTESISTA,
ALEX PALITOT,ALEKSANDER ALLEN NINA PALITOT,PROFESSOR ALEKS PALITOT,
JOAO GONCAVES,JOAO GONCALVES SILVA JUNIOR,JOAO GONCALVES JUNIOR,
EFRAIN,IFRAIM EUGENIO SOUZA,IFRAIM ZIGUE,
RODINEI PAES,RODNEI ANTONIO PAES,PROFESSOR RODNEI PAES,
LUCIVALDO PATRICIO,LUCIVALDO FABRICIO MELO,LUCIVALDO FABRICIO,
NADIR DIONATO,NADIR OLIVEIRA DIODATO DIAS,DRA NADIR DIODATO,
ANDERSON,ANDRESON ADRIANO OLIVEIRA CAVALCANTE,ANDRESON CAVALCANTE,
TOME,JOSE THOME NETO,THOME NETO,
LUIZ VASQUES,LUIZ MANOEL VASQUEZ DELGADO FILHO,LUIZ VASQUEZ O GORDO,
LUIS VASQUEZ,LUIZ MANOEL VASQUEZ DELGADO FILHO,LUIZ VASQUEZ O GORDO,
MARCOS ROTTA,MARCO ANTONIO SOUZA RIBEIRO COSTA,CHICO PRETO,1
ALBERTO NEOT,ALBERTO BARROS CAVALCANTE NETO,CAPITAO ALBERTO NETO,
IZAMAR,ISAMAR PESSOA RAMALHO,PR ISAMAR,
LULA,LUIZ GUILHERME LESSA FRANCA,GUILHERME LESSA,1
HARILDO,ARILDO NERES,ARILDO ESCRIMAT,
JAMILE,JAMILLIE TAINAH SOUSA SILVA,PROFESSORA JAMILLIE,
VALDINEY PIRES,WALDINEY PIRES MORAES,PROFESSOR WALDINEY PIRES,
VALDIR MATHIAS,VALDIR MATIAS AZEVEDO MARQUES JUNIOR,VALDIR MATIAS JUNIOR,
LIRA MAIA,MARIA CARMO MARTINS LIMA,MARIA,
SIDNEY,SIDNEI SILVA GOMES,PASTOR SIDNEI GOMES,
SIDNEY GOMES,SIDNEI SILVA GOMES,PASTOR SIDNEI GOMES,
AFFIF JAWABREY,AFIF AL JAWABRI,AFIF JAWABRI,
KELLEN ADRIANA,KELEN ADRIANA COSTA COELHO MESQUITA,PRA KELEN ADRIANA,
ADONNEI AGUIAR,ADONEI SOUSA AGUIAR,ADONEI,
JOSIEL ALCOLUMBRE,JOSE SAMUEL ALCOLUMBRE TOBELEM,JOSIEL,
LEINHA,JOSE RIBAMAR JANSEN PENHA,JANSEN PENHA,
ALDIR JUNIOR,ALDY SILVA SARAIVA JUNIOR,ALDY JUNIOR,
RILDO,FRANCISCO ASSIS FILHO,BARROSINHO,1
HELEN,HELLEN NUCE COSTA CERVEIRA,HELLEN MARAVILHA,
JACKSON VALERIO,JAKSON VALERIO SOUSA OLIVEIRA,VALERIO,
WELLER,WEULER ALVES SOUSA,DR WEULER,
CARLOS CLEY,CARLOS KLEI SILVA,CARLOS KLEI,
DEYVISON,DAYVISON RIBEIRO SOARES,DAYVISON POSTO,
JURANDIR,JURANDI MENDONCA MARTINS,JURANDI MENDONCA,
SCHINNEYDER,HORMANN SCHNNEYDER ALMEIDA SILVA,COMANDANTE SCHNNEYDER,
SALMA,RAIMUNDO NONATO EVERTON SILVA,NATO NORDESTINA,1
BENJAMIN,BENJAMIM OLIVEIRA,DR BENJAMIM,
CARMEN JEAN,CARMEN GEAN VERAS MENESES,DRA CARMEN GEAN,
CARLIM LEAL,CARLOS AUGUSTO LEAL PINHEIRO,CARLINHOS LEAL,
MAXUEL,MAXWELL PIRES FERREIRA,MAXWELL MARIINHA,
WILSON,EDILSON SERVULO SOUSA,CAPOTE,1
RAFAEL SILVA,RAPHAEL SANTOS SILVA,RAPHAEL SILVA,
LUIS MENESES,LUIZ CAVALCANTE E MENEZES,LUIZ MENEZES,
VERUSA,ANTONIA VERUSKA FIRMINO LUCENA SOUZA,VERUSKA LUCENA,
ERIVAN CARMO,ERIVAM CARMO SILVA,ERIVAM SINDICATO,
FRANCENILSSON ALEXANDRE,FRANCENILSON ALEXANDRE SANTOS,FRANCENILSON,
BAIU,MARIA CONCEICAO FLORENCIO MAIA,LEIDE,1
ALYSSON BEZERRA,ALLYSON LEANDRO BEZERRA SILVA,ALLYSON,
ALLYSSON BEZERRA,ALLYSON LEANDRO BEZERRA SILVA,ALLYSON,
JEFERSON,JEFFERSON MAC MEDEIROS SILVA,JEFFERSON MAC,
SERGINHO FERNANDES,SERGIO FERNANDES MEDEIROS,SERGINHO,
KAILA,CAYLA SANTOS RODRIGUES,CAYLA RODRIGUES,
AMALDO,ARNALDO MONTEIRO COSTA,ARNALDO,
WELLINGOTN,JOSE WELLINGTON CORDEIRO MACIEL,WELLINGTON LW,
NETE TEIXEIRA,JOSE TEIXEIRA NETO,ZE TEIXEIRA,1
PATRICIA DOMINGOA,PATRICIA OLIVEIRA DOMINGOS,DELEGADA PATRICIA,
MARCONDES,MARCONES LIBORIO SA,DR MARCONES SA,
TARCISO,TARCIZO SAMPAIO FREIRE,TARCIZO FREIRE,
MANA,ANGELA MARIA STEMLER REIS,ANGELA STEMLER,1
TIAGO CURSINO,THIAGO HENRIQUE TEIXEIRA CURSINO,THIAGO,
IBRAIM MONTEIRO,IBRAIN SILVA MONTEIRO,IBRAIN VALMIR,
IBRAM MONTEIRO,IBRAIN SILVA MONTEIRO,IBRAIN VALMIR,
MARINHO,MARIO CESAR SILVA CONSERVA,MARIO SANDRA,
CEZAR,ANTONIO CESAR CORREIA DINIZ RESENDE,CESAR RESENDE,
EDMILSON SARAIVA,EDIMILSON ANTONIO SARAIVA,EDIMILSON,
FABRICIO ARANTES,FABRICIO ABRANTES PIRES SOUZA OLIVEIRA,FABRICIO,
EMANOEL RIBEIRO,EMANUEL RAIMUNDO BARBOSA RIBEIRO,EMANUEL,
MARAO,MARIO ALEXANDRE CORREA SOUSA,MARIO ALEXANDRE,
LEO,ELMO VAZ BASTOS MATOS,ELMO VAZ,1
ISAAC NERI,ISAAC JOSE NETO NERY SANTOS,DR ISAAC NERY,
CHALIANE SOUZA,CHARLIANE SOUSA SILVA,CHARLIANE SOUSA,
JOSEPH,JOSE ANSELMO MOREIRA BISPO,CORONEL ANSELMO BISPO,
BONFIM,MARCUS PAULO ALCANTARA BOMFIM,PAULO BOMFIM,
PAULO SANTOS,PAULO SERGIO ANJOS,PAULO ANJOS,
DONA ANA,ANA OLIMPIA HORA MEDRADO,D ANA,
EDVALDO,EVALDO BARBOSA FIRES,EVALDO FIRES,
DIEGO MENDONCA,DIOGO MATOS MENDONCA,DR DIOGO MENDONCA,
SINHO,DAILTON RAIMUNDO JESUS FILHO,DAILTON FILHO,1
EDSNON REZENDE,EDSON REZENDE MORAIS,DR EDSON REZENDE,
VINICIUS RESENDE,VINICIUS BRAGA SARAIVA REZENDE,DR VINICIUS,
AMANDA MIARELLI,AMANDA VAZ TOSTES CAMPOS MIARELI,AMANDA CAMPOS,
YVAIR SOALHEIRO,IVAYR NUNES SOALHEIRO,IVAYR SOALHEIRO,
WILLIAN PEREIRA,WILLIAM PARREIRA DUARTE,WILLIAM PARREIRA,
HENRIQUE LARAZOTTI,HENRIQUE LAZAROTTI OLIVEIRA,HENRIQUE LAZAROTTI,
MARILDA,MARIA SANDRA BASTOS SIQUEIRA,MARIA SANDRA TAPAJOS,
NELIO JUSTI,NELIO DIAS JUSTEN,NELIO JUSTEN,
GEOVANI,GEOVANE MENEGUELLE LOUZADA SANTOS,GEOVANE MENEGUELLE,
GLEYCIARIA BERGAMIN,GLEYCIARIA BERGAMIM ARAUJO,GLEYCIARIA BERGAMIM ARAUJO,
WYLIS LIRA,WYLIS ANTONIO LYRA,LYRA FEDERAL,
FABRICIO GANDINI,FABRICIO GANDINE AQUINO,GANDINI,
WALDEMIR AVILA,WALDEMAR JOSE AVILA NETO,WALDEMAR,
MARTA ROCHA,MARTHA MESQUITA ROCHA,DELEGADA MARTHA ROCHA,
EDUARDO BANDEIRA MELO,EDUARDO CARVALHO BANDEIRA MELLO,BANDEIRA MELLO,
SUEID HEIDAR,SUED HAIDAR NOGUEIRA,SUED,
VANILCE FREITAS,VANILSE CRISTINA FREITAS,VANILSE,
CRIVALARI,LUIZ ANTONIO CRIVELARI,MAJOR CRIVELARI,
TEGAMY,LUIZ JOSE TEGAMI,LUIZ TEGAMI,
MILLA,MARIA EMILIA MARCARI,PROFESSORA MILA,
WILSON SANTOS,WILSON KELLER MATOS,WILSON MATOS,
EDUARDO BOLGUES,EDUARDO BOIGUES QUEROZ,DELEGADO EDUARDO BOIGUES,
PAPA,CARLOS PAZ SOUZA CASTRO,CARLOS PAZ,1
MARCO AURELIO,MARCIO AURELIO SOARES,DR MARCIO AURELIO,
LEANDRO ALFRAO,LEANDRO ALTRAO MARTINES,DR LEANDRO ALTRAO,
AGILBERTO CHAGAS,AGLIBERTO SOCORRO CHAGAS,PROFESSOR AGLIBERTO,
ANDERSON SENNA,ANDERSON ALVES SENE,SENNA,
MARTA,MARINA MEDEIROS HELOU,MARINA HELOU,1
FELIPE SABARA,FILIPE TOMAZELLI SABARA,SABARA,
FILIBE SABARA,FILIPE TOMAZELLI SABARA,SABARA,
THIAGO ANDRINO,TIAGO PAULA ANDRINO,TIAGO AMASTHA ANDRINO,
KLEBER DIKITUN,KLEBER TEIXEIRA DITIKUN,KLEBER DITIKUN,
FERNANDO SANTIM,FERNANDO RICARDO SANTIN,DR FERNANDO SANTIN,
EDUARDO DEL PARA,EDUARDO DOMINGOS DAL PRA,EDUARDO DAL PRA,
LINCOLN,LINCON LUIZ SOLDI,LINCON SOLDI,
JOSE ARTHUR,JOSE ARTUR RITTI RICCI,RITTI,
ZOIO,JOAO BATISTA COELHO SOUZA FURLAN,TITA FURLAN,1
AMARILDO SANTAN,AMARILDO BONIFACIO SANT ANA,AMARILDO,
SCHILICKMANN,VALMIR SCHLICKMANN,VALMIR SCHLICKMANN,
JONAS RODRIGUES,JOAO RODRIGUES,JOAO RODRIGUES,
LUIZ ZAFALLON,LUIZ ARIANO ZAFFALON,ZAFFA,
MANUELA D'AVILA,MANUELA PINTO VIEIRA D AVILA,MANUELA,
ALESSANDROU BAUER,ALESSANDRO BAUER PEREIRA,ALESSANDRO BAUER PEREIRA,
ALINE,LINO RODRIGUES,LINO ENFERMEIRO,1
ROBSON,RODSON LEONEL OLIVEIRA,RODSON LEONEL,
ORNIVON,RONIVON PARREIRA NEVES,RONIVON PARREIRA,
LUCAS LIMA,LUIS AUGUSTO LIMA SCARPANTI,GUTO SCARPANTI,1
JOSENE,JOSEANE GARCIA SOUZA BOABAID,JOSEANE GARCIA,
ANIZIO,ANISIO GUILHERME FONSECA,ANISIO GUATO,
JOSENA,JOSEANE GARCIA SOUZA BOABAID,JOSEANE GARCIA,
HELINHO,HELIO VITAL DURAN JUNIOR,HELIO DURAN,
GABRIEL,ABDIEL ALVAREZ LIMA,ABDIEL,1
GERALDO,PAULO HENRIQUE SILVA GRANDO,PAULO HENRIQUE GRANDO,1
JULIER SEBASTIAO,JULIER SEBATIAO SILVA,JULIER,
ALDECINO LOPO,ADELCINO FRANCISCO LOPO,ADELCINO,
DANIELLA HALL,DANIELA WEILER WAGNER HALL,DANIELA,
CLEITON,GLEITON LIMA SILVA,TICO,
ANDRE MORUA,ANDRE MOURA BRANDAO,ANDREZAO,
ANTONIO CAUBI,ANTONIO CAUBY LEITE FERREIRA,CAUBY,
ZE ANTONIO,JOSE ANTONIO ASSAD E FARIA,JOSE ANTONIO,
FIDELIS,FIDELES GEOVALDO PIRES SOUSA,FIDELES GEOVALDO PIRES,
HELIO PELUFO,HELIO PELUFFO FILHO,HELIO PELUFFO FILHO,
HELIO BELUFFO,HELIO PELUFFO FILHO,HELIO PELUFFO FILHO,
WANDERLEY AVELINO,VANDERLEI AVELINO,VANDERLEI AVELINO,
EDVALDO MATTOSO,EDEVALDO MATTOSO BARBOSA,EDEVALDO MATTOSO BARBOSA,
NILSON GOES,NILSON PEREIRA GOIS,ENGENHEIRO NILSON GOIS,
DAKTRO,DALTRO FIUZA,DALTRO FIUZA,
EVELVO,ENELVO IRADI FELINI,ENELVO FELINI,
HENRIQUE BADKE,HENRIQUE WANCURA BUDKE,HENRIQUE,
IVAN,IVAM OLIVEIRA SILVA,IVAM SILVA,
LEANDRO CARALAMAC,LEANDRO GUIMARAES CARAMALAC COSTA,LEANDRO CARAMALAC,
KALIL BACARAT,KALIL SARAT BARACAT ARRUDA,KALIL BARACAT,
JANILZA,JANAILZA TAVEIRA LEITE,DRA JANAILZA,
JAMIR,JUMAR ALVES RODRIGUES,JUMAR ALVES RODRIGUES,
CIRLEY ARAUJO,CIRLEI ARAUJO COSTA,CIRLEI JAPAO,
MILLER,MIILHER NEVES SILVA,MIILLER NEVES,
CRISTOVAO,CHRISTOVAM MACHADO ESPIRITO SANTO,CHRISTOVAM MACHADO,
FRANCISCA RIBERIO,FRANCISCA RIBEIRO CARDOSO,PROFESSORA FRANCISCA RIBEIRO,
ADRIAAN ACCORSI,ADRIANA SAUTHIER ACCORSI,DELEGADA ADRIANA ACCORSI,
FARLEY,FARLEI MEYER,FARLEI FEDERAL,
ROGERIO REZENDE1,ROGERIO REZENDE SILVA,DR ROGERIO,
RENES,RENIS EUSTAQUIO GONCALVES,RENIM,
RENNIS EUSTAQUIO,RENIS EUSTAQUIO GONCALVES,RENIM,
RENIN GONCALVES,RENIS EUSTAQUIO GONCALVES,RENIM,
LUIZ ANTONIO,LUIS ANTONIO FARIA MOTA,DOUTOR LUIS ANTONIO,
FABIO LASSERE,FABIO LASSERRE SOUSA BORGES,PROFESSOR FABIO,
MARCOS ROGERIO,MARCO ROGERIO CANDIDO LEITE,MARCO ROGERIO CHICAO,
BARON,BAILON NUNES SILVA,BAILON,
RIAN,SALMON RIAN SARAIVA BARBOZA,RIAN BARBOZA,
OVARCIR,OVARCI VILELA FARIA,OVARCI VILELA,
AGEMEMNON,AGAMEMNON VINICIUS PELLEGRINI,AGAMEMNON PELLEGRINI,
GILDASIO,GILDAZIO ALVES SILVA,TC CORONEL GILDAZIO,
JOAO BOSCO,RAIMUNDO SOARES COSTA,TOCO STICCERO,
BASTOS VIANA,BARTOLOMEU FRANCISCO ROCHA MARQUES,PROFESSOR BASTO VIANA,
SOYAR,ANTONIO LIMA SOUZA,SOYA LIMA,
LEIA,ANTONIO LIMA SOUZA,SOYA LIMA,1
JADE,JARDIANE VIANA PINTO,JADY VIANA,
CORONEL TOMAZIO,HELDSON TOMASO PEREIRA LIMA,CORONEL TOMASO,
PASTOR SIDNEY,SIDNEI SILVA GOMES,PASTOR SIDNEI GOMES,
WILIAM POTENCIA,JOSE WILLIAN GONCALVES OLIVEIRA,WILLIAN POTENCIA,
LEO CERVEBAZ,AGUINEL ALVES SOUSA,LEO CERVEBRAS,
MARIA CHAMOM,MARIANA AZEVEDO SOUSA MARQUEZ,MARIANA CHAMON,
BETO VILA,MANOEL ALBERTIN DIAS SANTOS,BELO VILAS,
TATORZAO,KLEBER ALVES ANDRADE,KLEBER TRATORZAO,
MARCIO,GILVANA EVAGELISTA SOUZA,GILVANA ZE MARIO,1
CARLINHOS BARROS,JOSE CARLOS OLIVEIRA BARROS,CARLINHO BARROS O CB,
VINICIUS MARQUES,VINICIO SOUSA SILVA,VINICIO MARQUES,
WALCIR VIEIRA,FRANCISCO VIEIRA FILHO,WALCY VIEIRA,
FAO,ALEXANDRE SEGUNDO SILVA CAVALCANTE,CABO ALEXANDRE CAZUZA,1
WALKER,JOSE VALQUE ANOMINONDAS,WALQUER ANOMINONDAS,
WELYSON,WELLINSON CARLOS DANTAS RIBEIRO,WELLISON,
OZENIR PEIXOTO,OZENY CUNHA FERNANDES,OZENY PEIXOTO,
ALEXANDRE PETROLINO,ALEXANDRE CARLO MEDEIROS DANTAS,ALEXANDRE PETRONILO,
NILVA,RAIMUNDA NILDA SILVA CRUZ,PROFESSORA NILDA,
DRª SAMIRA,SAMEA RAFAELLA TORRES TENORIO MASCARENHAS,DRA SAMEA,
MARIO PT,MARIO CESAR COSTA BORGES FILHO,DR MARIO,
EDVALDINHO,EDIVALDO SILVA PINHO FILHO,EDIVALDINHO NENCA,
LELU,WESLEY VIEIRA BARROS,LELEU SACARIA,
DIKINHO POUSADA,EDILSON SIMAO SANTOS,DILSINHO POUSADA,
SOFIA,UILSON VENANCIO GOMES NOVAES,SOYA,1
FITO,ANTONIO DIAS MARQUES,TONHO FIITO,
ZZECA,JOSEVAL ALVES BRAGA,ZECA BRAGA,
DOUTRO JULIANO,JULIANO NOGUEIRA MORAIS,MEDICO DOUTOR JULIANO,
NEI NEGRERO,VALDINEI GONCALVES NEGREIRO,NEY NEGREIRO,
DR TYAGO,THIAGO PECANHA LOPES,DR THIAGO,
DRª ISABEL,ISABEL CRISTINA SOUZA FERNANDES SANTOS,DR ISABEL FERNANDES,
BIBO BOZZONI,ALOISIO CALSONI BOZZINI,PROF BIBO BOZZINI,
NENAN FERRARI,WILLIAN FERRARI,NENO FERRARI,
CAPITAO JULIANA,JULIANA PINTO GONCALVES,JULIANA CAPITA MEDICA,
THIAGO AMASTHA,TIAGO PAULA ANDRINO,TIAGO AMASTHA ANDRINO,
PITTI,REINALDO MIRANDA BENITES,REINALDO PITI,
SYLMA LIMA,LINCOLN SAMANIEGO OLIVEIRA,LINCOLN SAMA,1
DR ERNEI,ERNEY CUNHA BAZZANO BARBOSA,DR ERNEY BARBOSA,
VIRGINIO BANCA,VERGINIO SILVA,VERGILIO BANCA,
MARINES,ANGELICA COSTA MARQUES VIEIRA,ANGELICA MARQUES,1
ALBERTO ANDIN,ALBERTO PAULO CORDEIRO,ALBERTO ADIM,
HONES,OTACILIO PAULA NOVAES,OTACILIO HOTEL,1
MACACAO,MARIO JOSE SALLES,MARIO MACACO,
KELLY TARCISIO,KELEN MELO NOGUEIRA,KELEN TARCISIO,
PROFA VALDECIRA,FRANCISCA VALDECIRA FIALES DINIZ CUNHA,PROFESSORA VALDECIRA,
PROFESSOR RIBAMAR,JOSE RIBAMAR OLIVEIRA,PROF RIBAMAR,
PASTOR ISAMAR,ISAMAR PESSOA RAMALHO,PR ISAMAR,
DR RUBENS,RUBENS MOTTA AZEVEDO MORAES JUNIOR,DOUTOR RUBENS,
DRA ALINE LACERDA,ALINE LEONIDAS SOUSA LACERDA,DRA ALINE,
PROFESSORA SILVANETE,SILVANETE COSTA SILVA,PROF SILVANETE,
PROFESSOR OLIVEIRA,FRANCISCO GUIMARAES OLIVEIRA,CHICO PILINO,
DR NONATO,RAIMUNDO NONATO CARVALHO FILHO,NONATINHO PROMOTOR,
DR YGLESIO,YGLESIO LUCIANO MOYSES SILVA SOUZA,YGLESIO MOYSES,
DOUTORA ANA,ANA THAMIRES BRANCO OLIVEIRA,DRA ANA THAMIRES,
PROFESSORA SOCORRO WAQUIM,MARIA SOCORRO ALMEIDA WAQUIM,PROFESSORA SOCORRO,
DR JOSE LUIS,JOSE LUIS SOUSA,DR ZE LUIS,
PROFESSOR DERI,FRANCISCO DERIVALDO GOMES SOUSA,DERI SOUSA,
DR ARRAES,SAMUEL GENTIL DANTAS ARRAES,SAMUEL ARRAES,
DR FABIANO,FRANCISCO FABIANO ALVES BRITO,FABIANO RAIMUNDO BRANCO,
DR WASHINGTON FECHINE,WASHINGTON LUIZ MACEDO FECHINE,DR WASHINGTON,
DR CANINDE FREITAS,FRANCISCO CANINDE FREITAS,DR CANINDE,
PROFESSOR CARLOS ALBERTO,CARLOS ALBERTO FREIRE MEDEIROS,CARLOS ALBERTO (BETO),
PASTORA JAIDY OLIVEIRA,JAIDY OLIVEIRA SOUSA,JAIDY OLIVEIRA SOUSA,
DOUTOR TIAGO,TIAGO MEDEIROS ALMEIDA,DR TIAGO ALMEIDA,
DR AIRTON,JOSE AIRTON BEZERRA,DOUTOR AIRTON,
DELEGADA PATRICIA DOMINGOS,PATRICIA OLIVEIRA DOMINGOS,DELEGADA PATRICIA,
DR ROMERIO,ROMERIO AUGUSTO GUIMARAES,ROMERIO GUIMARAES,
DR AURELINO,AURELINO LOPES SANTOS,AURELINO LOPES,
DOUTOR OLIVIER,OLIVIER FERREIRA CHAGAS,DR OLIVIER,
DOUTOR VAGNER,VAGNER COSTA CUNHA,DR VAGNER,
DR ODLA,ODLAVINEG FEITOSA LIMA,DOUTOR ODILAR,
DR SAMUEL CARVALHO,SAMUEL CARVALHO SANTOS JUNIOR,DR SAMUEL,
DR PAULO NEVES,PAULO NEVES SOUZA,DR PAULO,
DR AFONSO,AFONSO FERREIRA MENDONCA,AFONSO MENDONCA,
DOUTOR MANGABEIRA,ANTONIO MANGABEIRA FRANCA,DR MANGABEIRA,
DR THIAGO,THIAGO GILLENO SALES OLIVEIRA,THIAGO GILLENO,
DR JULIANO,JULIANO NOGUEIRA MORAIS,MEDICO DOUTOR JULIANO,
PASTOR ALOIZIO,ALOIZIO PENIDO BERTHO,ALOIZIO PENIDO,
DOUTOR PAULO CESAR,PAULO CESAR FERREIRA SANTOS,DR PAULO CESAR,
DOUTOR GETULIO,GETULIO FERREIRA MORAIS,DR GETULIO,
DOUTOR COUTINHO,LUIZ CARLOS COUTINHO,DR COUTINHO,
DR HERALDO LEMOS,HERALDO LEMOS GONCALVES,DOUTOR HERALDO LEMOS,
DR HELCIO COUTO,HELCIO MENEZES COUTO,DR HELCIO,
DR ANTONIO,ANTONIO ROCHA SALES,DOUTOR ANTONIO,
DELEGADO MARCIO,MARCIO GREIK ALVES SILVA,MARCIO GREIK,
PROFESSOR FERNANDO,FERNANDO MORAES OLIVEIRA,PROF FERNANDO OLIVEIRA,
PROFESSOR FRANCO,JOSE FRANCO MONTE SIAO,PROF FRANCO,
PROFESSOR VALTER BATISTA,VALTER BATISTA SOUZA,PROF VALTER BATISTA,
PROFESSORA POLIANA,POLIANA FE NASCIMENTO,POLIANA FE,
DR AFFONSO SALATI,AFFONSO SALATI FILHO,DR AFFONSO,
DR CONSTANTINO CURY,CONSTANTINO CURY NETO,DR CURY,
DR VLADIMIR,VLADIMIR LUIS OLIVEIRA,INVESTIGADOR DOUTOR VLADIMIR,
DELEGADO FRANCISCHINI,FERNANDO DESTITO FRANCISCHINI,FERNANDO FRANCISCHINI,
DR SERGIO,SERGIO RIBEIRO ARAUJO,DELEGADO DOUTOR SERGIO,
DELEGADO ADILSON,ADILSON GONCALVES MACEDO,DR ADILSON,
DOUTOR GABRIEL,GABRIEL ALVES OLIVEIRA,DR GABRIEL,
DOUTOR ERNEY,ERNEY CUNHA BAZZANO BARBOSA,DR ERNEY BARBOSA,
DOUTORA CLEDIANE,CLEDIANE ARECO MATZENBACHER,DRA CLEDIANE,
DR THALIS,THALISSON FRANCISCO SILVA,THALISSON FRANCISCO,
DR LUCIO COSTA,LUCIO ROBERTO CALIXTO COSTA,DR LUCIO,
PROFESSORA GELI,HUMBERTO EVANGELISTA,DELEGADO FEDERAL HUMBERTO,
PROFESSOR WAMISTON,WAMISTON GOMES SILVA,PROF WAMISTOM,
DRA CRISTINA LOPES,CRISTINA LOPES AFONSO,DRA CRISTINA,
DR GERALDO,GERALDO LUIZ SANTANA,DOUTOR GERALDO,
DR JOAO,JOAO COELHO NETO,JOAO NETO,
PASTOR ZE CARLOS,JOSE CARLOS MORAES SANTOS RABELO,PR ZE CARLOS,
PROFESSORA ROSINHA,ROSARIA FATIMA CHAVES,PROF ROSINHA,
PROFESSOR GERRA,FRANCISCO CHAGAS FERREIRA CHAVES,PROF GERRA,
DR SERGINHO,SERGIO LUIZ COSTA AZEVEDO FILHO,DOUTOR SERGINHO,
